comment,sent,off
ഗുഹൻ fans കിടന്നു കരയുന്നു ഇത് ഒരു Family entertainer ആണ്  Positive റിപ്പോർട്ട്‌ കിട്ടിയാൽ pinne നോക്കണ്ട  ഇട്ടിച്ചൻ ഇഷ്ടം,Positive,Offensive_Targeted_Insult_Group
ആരാടാ പറഞ്ഞത് കേരളത്തിൽ പ്രിറ്വിരാജിന് മാത്രെ roles റോയ്‌സ് ഉള്ളു എന്ന്,unknown_state,Not_offensive
0:50  AbrahamQureshi unnum alla enn paranj mamukka lalettan fans sahikumo athano ini dislike adichath🤔,unknown_state,Not_offensive
വളരെ സന്തോഷം.. 2 കോടി 93 ലക്ഷം + views.. കേരളത്തിൽ കൂടാതെ മറ്റു സംസ്ഥാനത്തെ ആളുകളുടെ commentts വായിക്കുമ്പോഴുള്ള ഒരു കുളിര്...    Love this song 3/12/2019  Time :12:38 Am,Positive,Not_offensive
BGM uru raksha illaaaa.... Sushin shyam touch pole.,Positive,Not_offensive
ബോളിവുഡിൽ പഞ്ചാബി കൾച്ചർ പോലെ ആണ് മോളിവുഡിൽ കൊച്ചി കൾച്ചർ....   കണ്ടു മടുത്തു   ഗപ്പി പോലെ ഒരു പന്നകൂറ പടം ആയിരിക്കും ഇത്,Negative,Offensive_Targeted_Insult_Group
Song ഇങ്ങനെ ആണെകിൽ ഒന്നും നോക്കാൻ ഇല്ല പടം dobell hit ആവും എന്ന് ഉറപ്പാ ഏട്ടൻ മാസ്സ് ആണ്,Positive,Not_offensive
കളമശ്ശേരി പോളിയിൽ കെമിക്കൽ എഞ്ചിനീയറിംഗ് എന്ന്  പറഞ്ഞൊരു സാധനം ഉണ്ട്...   ആട്  തോമടെ അളിയന്മാരാ....  2008 11,unknown_state,Not_offensive
I:46am  ithu 12 pravasyam annu kannune..stephen nedumbuli,Positive,Not_offensive
പടം ആവറേജ് ആവും..ട്രെയിലറിൽ പോലും വലിയ ഒരു പ്രതീക്ഷ തരുന്നില്ല..,Mixed_feelings,Not_offensive
padmakumarate chathikaruthu odiyanpole aavalle padkumaaratte ikkaaa chathikalle filmum ithupoleaavanam,Mixed_feelings,Not_offensive
Trailer varunathinu mumbu Dislike adichavarku enta vaga,Negative,Not_offensive
Subscribe vendavar vaa Vamban  offer 1 SUBSCRIBE 1 Like,unknown_state,Not_offensive
അച്ചായൻ ഫാൻസ്‌ ഇച്ചായൻ ഫാൻസ്‌ ഒന്നും അല്ല ഡയറക്ടർ മൂവി ആണ് തകർത്തിട്ട് ഉണ്ട് ഗീതു മോഹൻ ദാസ്,Positive,Not_offensive
ഒരു പ്രത്യേക feel... best of luck,Positive,Not_offensive
ചരിത്രം സ്‌ക്രീനിൽ കാണണമെങ്കിൽ അവൻ തന്നെ വേണം  മെഗാസ്റ്റാർ മമ്മൂക്കാ,Positive,Not_offensive
ikka fans like vere level powli🤩🤩🤩,unknown_state,Not_offensive
ഡയറക്ടർ സിദ്ധീക്ക് മമ്മൂട്ടിക്ക് മാത്രമേ നല്ല ചിത്രം ചെയ്തു കൊടുക്കുള്ളു ... ലാലേട്ടനെ താറടിക്കണം അത്രേയുള്ളൂ ആ നാറിക്ക് .... വെറുതെ അല്ല ഈ ഫിലിം ആന്റണി പെരുമ്പാവൂർ പ്രൊഡ്യൂസ് ചെയ്യാതിരുന്നത് ..... ലാലേട്ടൻ കാര്യങ്ങൾ മനസിലാക്കണം ....,Negative,Offensive_Targeted_Insult_Individual
11million aayo enn nokaan varunnavarundo ??,unknown_state,Not_offensive
ഒരു മലയാള രാക്ഷസൻ ആകും എന്നു ഉറപ്പുള്ളവർ ലൈക്ക് അടിക്കു...,unknown_state,Not_offensive
10M adikkum ennullavar aadhyam like onn adiche,unknown_state,Not_offensive
Nte ponnikkaaa inghal enthinilla porappadilaaa nte ammooo poli,Positive,Not_offensive
Adicholu etra dislike veenelum kuru pottichittu oru kaariyavum illa,Negative,Not_offensive
Kumbalangi nights kazhinj oru vivaravum illayrnappo vishamam thonni ..ippo ashwasamayi baby molee,Positive,Not_offensive
ഇതു കൂടി പൊട്ടിയാൽ പിന്നേ ജോഷി  തീർന്ന്,Negative,Not_offensive
Ethra thavana കണ്ടു എന്ന് ഒരു പിടിത്തവും ഇല്ല ejjaadhi,Positive,Not_offensive
Mammooka ninghal mass aa pwoli item,Positive,Not_offensive
Mathew Thiruvankaulam...chekkan pwoli.anu....nlnammade veedinte.aduthamu  Imi.poi oru photo edukkanam,Positive,Not_offensive
ONCE APON A TIME THERE WAS A കള്ളൻ & പോലീസ്🤙🤙    *മവനെ കൊല ഗാണ്ടിലിറിക് കൊല്ലമേ വിടമാട്ടെ*   നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയൽ കിടന്നു പോളക്കാൻ പറ്റും എന്ന് തോന്നുന്നുണ്ടോ ബോസേ....  *BOSS*,unknown_state,Not_offensive
ഇതിപ്പോ after effectil പൂണ്ടു വിളയാടിയ ടീസർ ആണല്ലോ,unknown_state,Not_offensive
Trailer oru rasavumillah... title kanikunna font onnum pora,Negative,Not_offensive
Siddiqinte direction aayathu kondu padathinte karyam pokakanaa sadyatha. Pinne lalettan abinayichu adjust cheyumayirikum script kollamenkil,Mixed_feelings,Not_offensive
Katta waiting mammookkaaaa mohammed kutty teaser ellavarum kando mammookka fan story plz watch.,unknown_state,Not_offensive
Onnegill oru memories kittum Allegill  oru rakshasan chilappol athukkum melea...,Positive,Not_offensive
ഇക്ക fansukar like adi  best wishes🤩,Positive,Not_offensive
Who are you mr  Athoru velya kadhaya mone  Paranj tudangya oru 10 - 30 kollathe charitram prynm    Ikkaa,unknown_state,Not_offensive
Mass enn paranja pora ..MARANAMASS...MAMMOOKKA ISTHAM.,Positive,Not_offensive
Chilapo Tovino nu Superstar Pathavi Nedi kodukaan pokunna chithram,Positive,Not_offensive
Erangunnathinu munbu Thane 4.2k like aayi trailern,Positive,Not_offensive
ഞാൻ ഒരു ലാലേട്ടൻ ഫാൻ ആണ്....  ഫാനിസം മാറ്റി വച്ചു പറയാലോ....  നല്ല കിടിലൻ രോമാഞ്ചിഫിക്കേഷൻ...  ഇക്കയുടെ കിടിലൻ ലുക്ക്‌,Positive,Not_offensive
laletta polliku full support annu,Positive,Not_offensive
Trailer adipwoli aaarnu but bgm il aaanu kalanjath bgm cinema il enkilum nallath indaayal mathiyarnu...trailer edit cheythavana aadhyam idikkanam immathiri kidukachi trailer nu oru bgm um kodkand erakkiyathinu ...,Mixed_feelings,Not_offensive
Ikka hvy  vere lvl trailer,Positive,Not_offensive
ഈ dialog ഒക്കെ സിനിമയിൽ മാത്രമെ ഉള്ളൂ... ജീവിതത്തിൽ ഇന്ത്യയെയും സ്വാന്തന്ത്യ സമരത്തെയും ഒറ്റികൊടുത്ത ചാണക സങ്കികളുടെ കൂടെയും... അത് കൊണ്ട് ഈ ഡയലോഗൊന്നും ഈ മനുഷ്യൻ പറഞ്ഞാൽ ഏശുന്നില്ല...,Negative,Not_offensive
ഒറ്റയ്ക്ക് നിന്ന് ഒരു സിനിമ വിജയിപ്പിക്കാൻ കെല്പുള്ളവരെയാണ് സൂപ്പർസ്റ്റാർ എന്ന് വിളിക്കുക.. അങ്ങനെ നോക്കുമ്പോൾ മഞ്ജു ഒരു സൂപ്പർസ്റ്റാർ തന്നെ,Positive,Not_offensive
ആാാ മ്യൂസിക് ഗോപി സുന്ദർ ആണ് അതാ  BGM ഇൽ ഒരു രാക്ഷസൻ touch  സെരിയാണോ?,Mixed_feelings,Not_offensive
Trending 1 on Tamil Nadu,not-malayalam,not-malayalam
Brothers Daykkum Ittimanikkum Ore Pole Wait Cheyyuvnnavar Like,unknown_state,Not_offensive
Background music oke kollam.... Pakshe padam erngumbol eee kanunathoke undel kollam.... # sada oru cinemapremi,Mixed_feelings,Not_offensive
ഈ പുള്ളർ എല്ലാം കൂടെ മലയാള സിനിമയേ ഒരു ലെവലിൽ എത്തിയ്ക്കും,Positive,Not_offensive
Nivin Pauly enna tharamalla Nivin Pauly enna Nadan,Positive,Not_offensive
Ella Ikka fansinteyum power kaanikkanam  മണിക്കൂർ ൽ Million vews aavanam support this teaser,Positive,Not_offensive
Nivin pauly haters please step back...  ഇനി അച്ചായന്റെ ഒരു പൂത്തു വിളയാട്ടം കണ്ട് ആസ്വദിപ്പിൻ... 🥰,Positive,Not_offensive
Oh enthoot kidu trailer laletta.. kidu mass!!! Love u.. and welldone Prithviraj!,Positive,Not_offensive
Social blade 200 k like kazhinu,unknown_state,Not_offensive
Ente prithvi anaa engalee polikumm ...romanjamm,Positive,Not_offensive
padam full time comedy aayirikkum. Kaathiruppom,Positive,Not_offensive
Stephen nedumbally oru cult aakum makkale,Positive,Not_offensive
Ithil booribaagavum Vidyajiyude peru kandaan cinimaye shradhichath,unknown_state,Not_offensive
മൂന്ന് ദിവസം മുൻപൊക്കെ പ്രീമിയർ ഇട്ടിട്ടുണ്ട്  വല്ല റെക്കോർഡും ഇടുവോ ആവോ...  കരിയർ ഹൈപ്പ് പടം മാമാങ്കം പോലും യുട്യൂബിൽ ഒന്നും ഉണ്ടാക്കിയില്ലേ അത് കൊണ്ട് പറഞ്ഞതാ,Negative,Not_offensive
daivame chadichooo copy sundaran analloooo  ini enthellaam kaananam,Negative,Not_offensive
ഇത് ഒരുമാതിരി ചളി പടം ആയി പോവും എന്നു തോന്നുന്നു  !  Trailer,Negative,Not_offensive
LALETTAN  UYIR  BAKKI ELLAM VERUM  MAYIR    LALETTAN,Negative,Not_offensive
#L kandatt iniyum inyum kaananm enne thonnunnavar undo ividea...,unknown_state,Not_offensive
സ്വാസികയുടെ ഇനിയുള്ള ജീവിതത്തിൽ ഈ സിനിമ ഒരു പൊൻതൂവൽ ആവട്ടെ...,Positive,Not_offensive
Make a way for 200k likes,not-malayalam,not-malayalam
All the Best ജോഷി സാർ Entire crew   കട്ട വെയ്റ്റിംഗ് ജോഷി-ലാലേട്ടൻ  വയനാടൻതമ്പാൻ,Positive,Not_offensive
USA  ok India no,unknown_state,not-malayalam
Ithu kanda malayaly chunks udenkil ..........adi oru like,unknown_state,Not_offensive
Dislikes kandappo kurachu vishanam thonni... Ennal comments vayichappol athu mari... Kure nalukalkkku shesham kanda ettum mikacha trailer......,Positive,Not_offensive
Vandinu irangunathu kandittu Mr fraud  orma varunu. Editing ichiri kude nannakkamayirunu..all the best team 🤘,Mixed_feelings,Not_offensive
ഒരു രക്ഷയില്ലാത്ത ട്രൈലെർ ഇത് പൊള്ളിക്കും,Positive,Not_offensive
Is the real king  malayalam industry,not-malayalam,not-malayalam
Ningal oru avasaram aduth padathil thanna enikum kurae fans avummm🥰🥰,unknown_state,Not_offensive
Njan 5 vattam kadhu super padam mammookkaki ummaaaaaa,Positive,Not_offensive
6.1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi,Negative,Offensive_Targeted_Insult_Group
It looks like a  fanmade.,not-malayalam,not-malayalam
ഇത് പൊളിക്കും എന്ന് അഭിപ്രായമുള്ളവർ ലൈക്ക്ഞാൻ നേരത്തെ ലൈക്കി,unknown_state,Not_offensive
മച്ചാന്മാരെ എന്റെ ചാനൽ ഒന്ന് sub ചെയ്യുമോ ? ചെയ്‌താൽ തിരിച്ചും ചെയ്യാട്ടോ,unknown_state,Not_offensive
Trailerinayi ravile 11 mani muthal ivde kuthiyirikkunnavarundo,unknown_state,Not_offensive
Nte ponnnoooo enthaaa makkkale immmale ikkkkade aaa oru idh🥰🥰🥰,Positive,Not_offensive
ikka oru raksha illa super waiting,Positive,Not_offensive
350 k like um.. 5 M views inum vendi kaathirikunnavar like adik..,unknown_state,Not_offensive
entee moone goosebumbs overload raju ettan direction polikum,Positive,Not_offensive
ooty ai karnataka udan inaika aarpatam,unknown_state,not-malayalam
Maoist alla Maoistnte apanae varee  nammal  putikum all the best mammoka  & unda movie team,Positive,Not_offensive
Thumb  nail kandappo കണ്ണെഴുതി പൊട്ടും തൊട്ട് ഓർമ വന്നു....,unknown_state,Not_offensive
ടെലഗ്രാം ഇൽ ഇറങ്ങുന്നതും നോക്കി ഇരിക്കുന്ന ഞാൻ,unknown_state,Not_offensive
Lalettante padathinu ikka fansinte  ellavidha aashamsakalum,Positive,Not_offensive
Super manju chechi your one an ony lady super star in malayalam,Positive,Not_offensive
ഇത് കണ്ടിട്ട് ഫഹദ് ഇക്ക നായകൻ ആണെന്ന് തോന്നിയവർ ഉണ്ടോ?,unknown_state,Not_offensive
ലാലേട്ടനെ ജീവന് തുല്യം സ്നേഹിക്കുന്ന അനിയത്തിമാർ ഉണ്ടോ,unknown_state,Not_offensive
Kolamass alla Marana mass alla adhukkumeleya nummedae ikka  Ikka ki jayyi,Positive,Not_offensive
എല്ലാരും പൊളിച്ചു പടത്തിനു വേണ്ടി കാത്തിരിക്കുന്നു. സ്വാസിക ചേച്ചിക്ക്  സിനിമയിൽ നല്ല ഒരു വിജയം ഉണ്ടാകട്ടെ,Positive,Not_offensive
15 minutes.... 151 k viewrs...,unknown_state,Not_offensive
മോനെ ഒരു രക്ഷയും ഇല്ലല്ലോ ഹെവി എന്ന് പറഞ്ഞാൽ കുറഞ്ഞ് പോകും ഇത് അന്യായം മാസ്സ് ka baap,Positive,Not_offensive
ഞങ്ങളുടെ സ്വന്തം ബിഗ് ബ്രദറിനു  കുഞ്ഞിക്ക ഫാൻസിന്റെ വക  വിജയാശംസകൾ നേരുന്നു...,Positive,Not_offensive
Ithu kanda puthan panam  ..evideyo entho thakararu pole.     Ini puthan panam pole aavo ithu ......,Mixed_feelings,Not_offensive
